,ID,ROLE,SEX,utterances,#_of_words,1p_sg,1p_pl,2p,#_of_pronouns,%_1p_SG,%_1p_pl,%_2p
0,S1,"JG, Interviewee",M,"['xx', 's2', 'laugh', 'my', 'god', 'i', 'don', 't', 'understand', 'a', 'word', 'very', 'shocking', 'i', 'don', 't', 'understand', 'what', 'i', 'm', 'saying', 's2', 'laugh', 'any', 'of', 'it', 'xx', 'i', 'don', 't', 'understand', 'a', 'thing', 'i', 'm', 'saying', 'hm', 'yeah', 'that', 's', 'fine', 'uh', 'uh', 'okay', 'i', 'm', 'gonna', 'give', 'you', 'the', 'the', 'history', 'of', 'it', 's2', 'yeah', 'i', 'came', 'here', 'in', 'nineteen', 'ninety', 's2', 'uhuh', 'left', 'like', 'eleven', 'months', 'after', 's2', 'mhm', 'uh', 'stayed', 'in', 'guatemala', 'for', 'from', 'nineteen', 'ninety', 'one', 'until', 'nineteen', 'ninety', 'four', 'i', 'think', 's2', 'mhm', 'and', 'came', 'a', 'month', 'came', 'to', 'the', 'united', 'states', 'for', 'a', 'month', 'took', 'my', 'toefl', 'and', 'my', 'g', 'r', 'e', 's2', 'uhuh', 'xx', 'in', 'ninety', 'four', 'pause', '08', 'mm', 'actually', 'that', 'was', 'ninety', 'five', 's2', 'mhm', 'mhm', 'i', 'came', 'here', 'for', 'a', 'month', 'took', 'the', 'g', 'r', 'e', 'and', 'the', 'toefl', 'went', 'back', 'came', 'back', 'for', 'another', 'month', 's2', 'mhm', 'a', 'few', 'months', 'later', 's2', 'yeah', 'and', 'i', 'might', 'have', 'come', 'for', 'like', 'another', 'month', 'a', 'a', 'few', 'more', 's2', 'mhm', 'months', 'after', 'that', 'and', 's2', 'yeah', 'in', 'january', 'of', 'ninety', 'six', 'yeah', 'january', 'of', 'ninety', 'six', 's2', 'mhm', 'i', 'came', 'for', 'good', 'and', 'yeah', 'you', 'can', 'say', 'i', 've', 'been', 'here', 'continuously', 'yeah', 'i', 'got', 'a', 'degree', 'in', 'uh', 'agronomic', 'engineering', 'yeah', 'it', 's', 'a', 'one', 'of', 'those', 'third', 'world', 'degrees', 'that', 'you', 'do', 'basically', 'the', 'way', 'i', 'see', 'it', 'is', 's2', 'mhm', 'the', 'purpose', 'of', 'the', 'university', 'is', 'to', 'prepare', 'you', 'to', 'work', 's2', 'mhm', 'and', 'so', 'when', 'you', 're', 'eighteen', 'years', 'old', 'and', 'start', 'start', 'university', 's2', 'mhm', 'you', 're', 'supposed', 'to', 'go', 'there', 'learn', 'everything', 'you', 'need', 'to', 'then', 'take', 'on', 'the', 'uh', 'you', 'know', 'market', 's2', 'mhm', 'sometime', 'job', 'market', 'and', 'get', 'a', 'position', 'and', 'succeed', 'without', 'having', 'to', 'go', 'and', 'do', 'anything', 'else', 'and', 'uh', 'therefore', 'uh', 'there', 's', 'a', 'a', 'bunch', 'of', 'aspects', 'and', 'things', 'that', 'are', 'packed', 'together', 's2', 'yeah', 'and', 'uh', 'for', 'example', 'i', 'took', 'fifty', 'four', 'courses', 's2', 'mhm', 'mhm', 'uh', 'two', 'hundred', 'thirty', 'five', 'semester', 'hours', 's2', 'uhuh', 'which', 'is', 'like', 'twice', 'as', 'as', 'as', 'twice', 'as', 'much', 's2', 'yeah', 'the', 'requirement', 's2', 'right', 'right', 'u', 'the', 'requirements', 'for', 'undergraduate', 'degree', 's2', 'uhuh', 'and', 'then', 'i', 'did', 'a', 'practicum', 'i', 'did', 'the_', 'i', 'wrote', 'a', 'thesis', 'and', 'and', 'then', 'i', 'graduated', 'after', 's2', 'mhm', 'mhm', 'like', 'seven', 'years', 'um', 'that', 's', 'why', 'and', 'its', 'still', 's2', 'yeah', 'you', 'find', 'a', 'agronomic', 'engineering', 'thing', 's2', 'uhuh', 'uhuh', 'it', 's', 'basically', 'a', 'combination', 'of', 'plant', 'science', 'and', 'agriculture', 's2', 'yeah', 'engineering', 'oh', 'they', 'have', 'plant', 'science', 's2', 'uhuh', 'they', 'have', 'plant', 'science', 'and', 'they', 'have', 'uh', 'agricultural', 'engineering', 's2', 'uhuh', 'that', 's', 'what', 'they', 'have', 's2', 'yeah', 'so', 'the', 'the', 'guys', 'who', 'know', 'plant', 'science', 'they', 'know', 'about', 'soils', 'and', 'they', 'know', 'about', 'um', 'you', 'know', 'crops', 'and', 'stuff', 's2', 'yeah', 'yeah', 'and', 'then', 'the', 'other', 'guys', 'the', 'agricultural', 'engineers', 'they', 'know', 'about', 'channels', 's2', 'mm', 'and', 'irrigation', 's2', 'mm', 'systems', 'um', 'all', 'the', 'things', 'that', 'have', 'to', 'do', 'with', 'structures', 'and', 'stuff', 's2', 'yeah', 'agricultural', 'theory', 's2', 'right', 'so', 'for', 'us', 'they', 'basically', 's2', 'it', 's', 'combined', 's2', 'yeah', 'all', 'of', 'that', 'with', 'some', 's2', 'yeah', 'lots_', 'a', 'lot', 'of', 'biology', 'and', 'that', 'sort', 'of', 'stuff', 'oh', 'i', 'ju', 'i', 'just', 'never', 'felt', 'really', 'comfortable', 'doing', 'what', 'i', 'was', 'doing', 's2', 'uhuh', 'i', 'actually', 'was', 'going', 'into', 'we', 'had', 'the', 'chance', 'of', 'becoming', 'an', 'agronomic', 'engineer', 'i', 'm', 'an', 'agronomic', 'engineer', 'in', 'systems', 'of', 'agricultural', 'production', 's2', 'okay', 'that', 's', 'that', 's', 'my', 'my', 'thing', 's2', 'mhm', 'basically', 'like', 'like', 'what', 'i', 'was', 'telling', 'you', 's2', 'yeah', 'and', 'then', 'that', 's', 'the', 'other', 'thing', 'the', 'other', 'mm', 'you', 'can', 'also', 'go', 'for', 'agronomic', 'engineer', 'in', 'uh', 'natural_', 'in', 'renewable', 'natural', 'resources', 's1', 'mm', 'mm', 'so', 'you', 'could', 'do', 'any', 'of', 'that', 's2', 'yeah', 'you', 'have', 'to', 'pick', 's2', 'yeah', 'you', 'wanna', 'go', 'into', 'farming', 'you', 'wanna', 'go', 'into', 'natural', 'resources', 's2', 'right', 'and', 'um', 'i', 'was', 'going', 'into', 'natural', 'resources', 'but', 'then', 'i', 'had', 'to', 'i', 'came', 'to', 'ame', 'to', 'the', 'u', 's', 'and', 'got', 'to', 'study', 'english', 'and', 'stuff', 's2', 'mhm', 'in', 'nineteen', 'ninety', 'that', 'i', 'was', 'telling', 'you', 's2', 'mhm', 'that', 'uh', 'messed', 'me', 'up', 'a', 'bit', 'so', 'when', 'i', 'came', 'back', 'i', 'wasn', 't', 'uh', 'not', 'in', 'a', 'very', 'good', 'situation', 's2', 'yeah', 'the', 'professors', 'that', 'i', 'was', 'planning', 'on', 'taking', 'classes', 'with', 's2', 'yup', 'weren', 't', 'teaching', 'those', 'classes', 'anymore', 'and', 'and', 'the', 't', 'as', 'were', 'my', 'classmates', 'of', 'last', 'year', 's2', 'yeah', 'and', 'i', 'didn', 't', 'like', 'that', 's2', 'yeah', 'yeah', 'and', 'uh', 'so', 'then', 'i', 'decided', 'that', 'the', 'farming', 'thing', 'was', 'easier', 'and', 'i', 'just', 'needed', 'the', 'degrees', 'that', 's2', 'mhm', 'anyway', 'i', 'was', 'gonna', 'get', 'a', 'master', 's', 'after', 'that', 's2', 'mhm', 'so', 'that', 'i', 'that', 'i', 'just', 'didn', 't', 'need', 'to', 'put', 'up', 'with', 'all', 'the', 'hassle', 'that', 's2', 'yeah', 'it', 'meant', 's2', 'yeah', 'the', 'other', 'thing', 'involved', 'so', 'actually', 'i', 'was', 'i', 'was', 'thinking', 'about', 'it', 's2', 'before', 'yeah', 'xx', 'about', 'it', 'before', 'uh', 'i', 'actually', 'did', 'a', 'search', 's2', 'mhm', 'went', 'to', 'a', 'library', 'in', 'pasadena', 'when_', 'back', 'when', 'we', 'were', 'living', 'in', 'california', 'my', 'wife', 'and', 'i', 's2', 'uhuh', 'uh', 'no', 'i', 'wasn', 't', 'living', 'there', 'actually', 'one', 'of', 'those', 'xx', 'that', 'i', 'xx', 'i', 'just', 'went', 'there', 's2', 'mhm', 'and', 'sat', 'for', 'a', 'couple', 'of', 'days', 'and', 's2', 'yeah', 'programs', 'and', 'schools', 'and', 'all', 'of', 'that', 'and', 'i', 'picked', 'like', 'forty', 'something', 'schools', 's2', 'laugh', 'mhm', 'mhm', 'out', 'of', 'there', 'sent', 'the', 'letter', 'to', 'all', 'of', 'them', 'i', 'mean', 'actually', 'sent', 'made', 'the', 'letter', 'made', 'forty', 'three', 'copies', 'and', 'said', 'okay', 'this', 'is', 'me', 'and', 'this', 'is', 'what', 'i', 'do', 's2', 'mhm', 'this', 'and', 'this', 'i', 'm', 'interested', 'in', 'this', 'and', 'this', 'do', 'you', 'do', 'this', 'do', 'you', 'do', 'that', 's2', 'mhm', 'mhm', 'and', 'they', 'sent', 'me', 'an', 'application', 'in', 'the', 'mail', 's2', 'yeah', 'and', 'then', 'they', 'came', 'all', 'this', 'envelopes', 's2', 'laugh', 'right', 'right', 'at', 'home', 'and', 'it', 'was', 'like', 'yeah', 'lamar', 'university', 'at', 'beaumont', 'texas', 's2', 'laugh', 'uhuh', 'and', 'it', 'was', 'like', 'well', 'two', 'thousand', 'students', 'well', 'i', 'don', 't', 'think', 'i', 'm', 'gonna', 'go', 'out', 'there', 'i', 'm', 'just', 'not', 'gonna', 's2', 'yeah', 'wanna', 'go', 'there', 's2', 'yeah', 'unless', 'they', 'offer', 'me', 'lots', 'of', 'money', 'so', 'uh', 'i', 'like', 'that', 's2', 'yeah', 'and', 'then', 'uh', 'then', 'i', 'picked', 'like', 'six', 's2', 'uhuh', 'michigan', 'wisconsin', 'duke', 'and', 'stuff', 's2', 'mhm', 'and', 'uh', 'ohio', 'state', 'actually', 's2', 'yeah', 'everybody', 'wanted', 'to', 'kill', 'me', 'when', 'i', 's2', 'laugh', 'told', 'them', 'that', 'i', 'was', 'supposed', 'to', 'go', 'to', 'ohio', 'state', 's2', 'uhuh', 'so', 'i', 'so', 'i', 'sent', 'actually', 'sent_', 'applied', 'for', 'the', 'programs', 's2', 'right', 'got', 'accepted', 'in', 'ohio', 'state', 'wisconsin', 'the', 'duke', 'thing', 'they', 'wanted', 'me', 'to', 'certify', 'that', 'i', 'had', 'forty', 'thousand', 'dollars', 's2', 'uhuh', 'uhuh', 'and', 'uh', 'i', 'thought', 'it', 'was', 'too', 'disrespectful', 's2', 'yeah', 'and', 'i', 'decided', 'why', 'would', 'i', 's2', 'right', 'and', 'and', 'then', 'so', 'uh', 'i', 'was', 'actually', 'going', 'to', 'ohio', 'state', 's2', 'uhuh', 'because', 'they', 'had', 'been', 'more', 'more', 'supportive', 's2', 'uhuh', 'they', 'more', 'were', 'understanding', 'xx', 's2', 'mhm', 'i', 'just', 'told', 'them', 'i', 'm', 'you', 'know', 'i', 'm', 'here', 'now', 'i', 'm', 'marrying', 'an', 'american', 'citizen', 'immigration', 'has', 'no', 'business', 'with', 'me', 's2', 'yeah', 'you', 'don', 't', 'have', 'to', 'do', 'anything', 'with', 'immigration', 'or', 'anything', 's2', 'uhuh', 'so', 'i', 'can', 'come', 'or', 'go', 'so', 'don', 't', 'ask', 'me', 'for', 'money', 'or', 'all', 'those', 'things', 's2', 'yeah', 'if', 'i', 'pay_', 'can', 'pay', 'for', 'tuition', 'that', 'should', 'be', 'enough', 'for', 'you', 's2', 'mhm', 'mhm', 'and', 'they', 'said', 'yeah', 'that', 's', 'fine', 's2', 'uhuh', 'so', 'and', 'then', 'they', 'assigned', 'me', 'an', 'advisor', 'and', 'i', 'was', 'talking', 'to', 'my', 'advisor', 'and', 'all', 'that', 's2', 'yeah', 'i', 'was', 'ready', 'to', 'move', 's2', 'yeah', 'and', 'uh', 'then', 'i', 'get', 'this', 'letter', 'from', 'michigan', 'you', 've', 'been', 'accepted', 'such', 'and', 'such', 'and', 'such', 's2', 'mhm', 'and', 'then', 'they', 'talked', 'about', 'the', 'master', 's', 'project', 'thing', 'and', 'it', 'sounded', 'really', 'good', 's2', 'yeah', 'like', 'the', 'thing', 'we', 're', 'doing', 'now', 's2', 'yeah', 'and', 'uh', 'so', 'i', 'came', 'to', 'go', 'to', 'michigan', 's2', 'hm', 'see', 'what', 'happened', 's2', 'yeah', 'because', 'of', 'the', 'reputation', 'of', 'the', 'school', 's2', 'uhuh', 'like', 'the', 'natural', 'resources', 'program', 'at', 'this', 'school', 'is', 'like', 'rated', 'one', 'or', 'two', 'in', 'the', 'nation', 's2', 'yeah', 'so', 'it', 's', 'you', 'always', 'wanna', 'take', 'advantage', 'of', 'those', 'things', 'i', 'actually', 'w', 'it', 'wasn', 't', 'my', 'first', 'preference', 'though', 's2', 'oh', 'okay', 'there', 'was', 'another', 'there', 'was', 'another', 'topic', 'in', 'joint', 'implementation', 's2', 'uhuh', 'i', 'guess', 'you', 'went', 'to', 'th', 'did', 'you', 'attend', 'uh', 'the', 'presentation', 'there', 'was', 'this', 'th', 'this', 'project', 'was', 'like', 'i', 'liked', 'it', 'it', 's', 's2', 'uhuh', 'xx', 'xx', 'i', 'liked', 'the', 'very', 'strong', 'international', 'component', 'and', 's2', 'uhuh', 'and', 'stuff', 'and', 'yeah', 'it', 's', 'carbon', 'sequestration', 's2', 'oh', 'um', 'you', 'know', 'the', 'global', 'warming', 's2', 'yeah', 'issue', 's2', 'right', 'then', 'um', 'the', 'what', 'is', 'it', 'what', 'is', 'it', 'you', 'wh', 'what', 'they', 're', 'trying', 'to', 'do', 'is', 'since', 'abatement', 'costs', 's2', 'uhuh', 'of', 'mm', 'greenhouse', 'gases', 's2', 'yeah', 'here', 'in', 'the', 'industrialized', 'nation', 'it', 's', 'more', 'expensive', 's2', 'right', 'means', 'more', 'the', 'opportunity', 'cost', 'of', 'abating', 'it', 's2', 'mhm', 'i', 'it', 'it', 's', 'way', 'too', 'high', 'what', 'they', 'are', 'trying', 'to', 'do', 'is', 'they', 're', 'trying', 'to', 'sponsor', 'people', 'in', 'the', 'third', 'world', 'to', 'reduce', 'emissions', 's2', 'uhuh', 'or', 'to', 'reforest', 'land', 'or', 'to', 'preserve', 'the', 'forests', 'and', 's2', 'mm', 'mm', 'stuff', 'to', 'sequester', 'carbon', 's2', 'yeah', 'to', 'get', 'c', 'o', 'two', 'from', 'the', 'atmosphere', 's2', 'right', 'and', 's2', 'right', 'and', 'do', 'the', 'cleansing', 'you', 'know', 's2', 'uhuh', 'so', 'the', 'cleansing', 'or', 'clean', 'cleansing', 's2', 'cleansing', 'yeah', 'yeah', 'do', 'the', 'cleansing', 'and', 'that', 's', 'the', 'whole', 'the', 'whole', 'rationale', 'behind', 'the', 's2', 'yeah', 'xx', 'project', 's2', 'yeah', 'and', 'it', 'sounds', 'very', 'interesting', 's2', 'mhm', 'an', 'ing', 'i', 'm', 'really', 'interested', 'in', 'those', 'issues', 'but', 'the', 'group', 'didn', 't', 'i', 'mean', 'i', 'didn', 't', 'like', 'there', 's', 'a', 'lot', 'of', 'pushy', 'people', 'there', 're', 'a', 'lot', 'of', 's2', 'mhm', 'lot', 'of', 'lots', 'of', 'egos', 'and', 'stuff', 's2', 'oh', 'yeah', 'and', 'i', 'really', 'have', 'no', 'problem', 'with', 'my', 'experience', 'and', 'my', 's2', 'yeah', 'qualifications', 'i', 'think', 'very', 'highly', 'of', 'myself', 's2', 'laugh', 'uhuh', 'uhuh', 'you', 'know', 'especially', 'uh', 'when', 'y', 'you', 're', 'gonna', 'compare', 'me', 'with', 'other', 'people', 'who', 'really', 'have', 'done', 'not', 'much', 's2', 'yeah', 'but', 'going', 'to', 'classes', 'and', 'taking', 'on', 'a', 'little', 'job', 'at', 'the', 'e', 'p', 'a', 'and', 's2', 'mhm', 'then', 'going', 'back', 'to', 'school', 's2', 'mhm', 'and', 'uh', 'so', 'and', 'i', 'don', 't', 'have', 'that', 'what', 'else', 'there', 'was', 'a', 'lot', 'of', 'mm', 'business', 'people', 'there', 's2', 'uhuh', 'uhuh', 'uh', 'there', 's', 'like', 'like', 'three', 'or', 'four', 'people', 'there', 'are', 'doing', 'a', 'dual', 'degree', 'with', 'their', 'school', 'the', 'business', 'school', 's2', 'uhuh', 'and', 'i', 'don', 't', 'regard', 'i', 'i', 'don', 't', 'i', 'don', 't', 'feel', 'they', 're', 'much', 'uh', 's2', 'yeah', 'i', 'm', 'really', 'not', 'in', 'love', 'with', 'these', 'people', 's2', 'yeah', 'actually', 'they', 'll_', 'they_', 'their', 'concepts', 'of', 'industrial', 'ecology', 'and', 'that', 'thing', 'that', 'they', 'just', 'are', 'gonna', 'save', 'the', 'world', 'by', 'doing', 'this', 'and', 'this', 'and', 'this', 's2', 'yeah', 'it', 's', 'like', 'reducing', 'and', 'cleaning', 'instead', 'of', 'eliminating', 's2', 'yeah', 'you', 'know', 's2', 'yeah', 'what', 'is', 'cheaper', 's2', 'yup', 'it', 'is', 'cheaper', 'to', 'eliminate', 'emissions', 'or', 'is', 'it', 'cheaper', 'to', 'clean', 'them', 's2', 'uhuh', 'clean', 'the', 'mess', 's2', 'uhuh', 'so', 'th', 'that', 'sort', 'of', 'thing', 's2', 'yeah', 'yeah', 'and', 'ah', 'i', 'i', 'don', 't', 'believe', 'in', 'that', 'i', 'm', 'not', 'a', 'ver', 'i', 'm', 'not', 'very', 'fond', 'of', 'capitalism', 's2', 'mm', 'yeah', 'in', 'general', 'so', 'ah', 'that', 'was', 'like', 'the', 'like', 'the', 'dominating', 'group', 's2', 'yeah', 'they', 'were', 'trying', 'to', 'make', 'me', 'in', 'in', 'november', 'they', 'wanted', 'they', 'wanted', 'me', 'to', 'invest', 'like', 'five', 'hours', 'or', 'ten', 'hours', 'a', 'week', 'in', 'the', 'project', 's2', 'yeah', 'and', 'i', 'm', 'like', 'i', 'don', 't', 'have', 'time', 'for', 'this', 'now', 's2', 'right', 'we', 're', 'gonna', 'have', 'the', 'whole', 'next', 'semester', 'to', 'prepare', 's2', 'yeah', 'and', 'then', 'the', 'who', 'who', 'the', 'rest', 'of', 'the', 'whole', 'second', 'year', 'actually', 's2', 'uhuh', 'mhm', 'to', 'actually', 'do', 'the', 'thing', 's2', 'right', 'right', 'they', 'were', 'like', 'that', 'and', 'all', 'this', 'business', 'thing', 'and', 'all', 'this', 'beautiful', 'resumes', 'and', 's2', 'yeah', 'then', 'it', 's', 'like', 'pedro', 'please', 'give', 'us', 'this', 'thing', 'i', 'm', 'gonna', 'put', 'it', 'in', 'this', 'and', 'this', 'format', 'and', 'i', 'm', 'gonna', 'look_', 'make', 'it', 'look', 'like', 'this', 'and', 'this', 'and', 'that', 's2', 'yeah', 'and', 'and', 'on', 'and', 'on', 'and', 'on', 'and', 'on', 'and', 'on', 's2', 'so', 'things', 'you', 'weren', 't', 'really', 'like', 'uh', 's2', 'yeah', 'and', 'and', 'jack', 'and', 'and', 'basically', 'and', 'jack', 'has', 'been', 'very', 'very', 'nice', 'very', 'sincere', 'guy', 'very', 'ah', 'very', 'nice', 'person', 's2', 'mhm', 'very', 'down', 'to', 'earth', 'but', 'sort', 'of', 'nerdy', 's2', 'laugh', 'type', 'worker', 'you', 'know', 's2', 'yeah', 'and', 'ah', 'peter', 'i', 'i', 'i', 'haven', 't', 'had', 'any', 'contact', 'with', 'him', 'yeah', 'well', 'maybe', 'we', 'had', 'talked', 'a', 'couple', 'of', 'times', 'but', 'nothing', 'nothing', 'much', 'jack', 'we', 'had', 'talked', 'um', 'i', 'actually', 'like', 'liked', 'him', 'before', 'that', 'um', 'and', 'the', 'group', 'was', 'small', 's2', 'yeah', 'and', 'i', 'saw', 'myself', 'fitting', 'very', 'well', 'there', 'i', 'could', 'contribute', 'so', 's2', 'yeah', 'it', 's', 'been', 'fine', 'so', 'far', 's2', 'great', 'i', 'guess', 'you', 'don', 't', 'want', 'all', 'those', 'answers', 'huh', 'laugh', 'and', 'i', 'just', 'had', 'a', 'problem', 'with', 'a', 'professor', 'xx', 's2', 'uhuh', 'i', 'i', 'don', 't', 'like', 'people', 'not', 'coming', 'straight', 'at', 'me', 's2', 'yeah', 'or', 'giving', 'me', 'the', 'things', 'the', 'way', 'they', 'are', 'you', 'know', 's2', 'yeah', 'trying', 'to', 'give', 'me', 'i', 'm', 'a', 'nice', 'person', 'really', 'i', 'just', 'can', 't', 'help', 'you', 'now', 's2', 'yeah', 'that', 'that', 'sort', 'of', 'thing', 'and', 'and', 'you', 'know', 'it', 's', 'like', 'it', 's', 'i', 'just_', 'find', 'that_', 'if', 'you', 'can', 'help', 'me', 'but', 'you', 'won', 't', 's2', 'yeah', 'you', 'tell', 'me', 'that', 's2', 'yeah', 'right', 'because', 'i', 'know', 'i', 'm', 'not', 'an', 'idiot', 'i', 'know', 'that', 'you', 'can', 's2', 'right', 'you', 'just', 'won', 't', 's2', 'yeah', 'yeah', 'maybe', 'because', 'there', 'are', 'so', 'many', 'things', 'that', 'that', 'that', 'you', 'have', 'going', 'that', 'so', 'many', 'consequences', 'that', 'you', 'don', 't', 'want', 'to', 'face', 'so', 'many', 'it', 's', 'gonna', 'get', 'messy', 'for', 'you', 's2', 'yeah', 'but', 'that', 's', 'not', 'the', 'point', 'the', 'point', 'is', 'you', 'can', 'but', 'you', 'won', 't', 's2', 'yeah', 'yeah', 'an', 'and', 'and', 'oh', 'no', 's2', 'yeah', 'you', 'you', 'you', 'realize', 'we', 'always', 'talk', 'about', 'it', 'we', 'always', 'complain', 'about', 'it', 'the', 'things', 'in', 'this', 'school', 's2', 'yeah', 'that', 'people', 'don', 't', 'do', 'people', 'think', 'of', 'people', 'do', 's2', 'yeah', 'yeah', 'and', 'all', 'this', 'stuff']",2419,132,10,51,229,57.64192139737992,4.366812227074235,22.270742358078603
1,S2,"JF, Interviewer",F,"['laugh', 'it', 's', 'shocking', 'looking', 'isn', 't', 'it', 'it', 's', 'really', 'normal', 'it', 's', 'what', 'speech', 'looks', 'like', 'when', 'you', 'take', 'down', 'everything', 'nobody', 'speaks', 'like', 'those', 'neat', 'dialogues', 'in', 'language', 'laugh', 'books', 'we', 'all', 'do', 'starts', 'stops', 'hesitations', 'restarts', 'um', 'ungrammatical', 'things', 's1', 'xx', 'get', 'the', 'message', 'across', 'yeah', 'we', 'do', 'i', 'mean', 'you', 'guys', 'weren', 't', 'having', 'any', 'difficulty', 'laugh', 'communicating', 'with', 'each', 'other', 'it', 'was', 'perfectly', 'idiomatic', 'and', 'comfortable', 'uhuh', 'uhuh', 'well', 'it', 's', 'also', 'hard', 'just', 'out', 'of', 'the', 'out', 'of', 'the', 'blue', 'to', 'get', 'back', 'into', 'the', 'setting', 'cuz', 'you', 're', 'you', 'know', 'you', 're', 'out', 'of', 'the', 'context', 'pause', '05', 'but', 'really', 'your', 'conversations', 'are', 'perfectly', 'coherent', 'okay', 'good', 'actually', 'it', 's', 'it', 's', 'an', 'example', 'of', 'something', 'you', 'do', 'um', 'and', 'i', 'in', 'in', 'the', 'meetings', 'um', 'that', 'i', 'hope', 'we', 'll', 'get', 'to', 'a', 'little', 'bit', 'later', 'to', 'talking', 'about', 'it', 'um', 'i', 'think', 'it', 's', 'really', 'nice', 'i', 'have', 'some', 'questions', 'to', 'ask', 'you', 'how', 'long', 'have', 'you', 'been', 'in', 'the', 'u', 's', 'uhuh', 'since', 'ninety', 'six', 'since', 'january', 'ninety', 'six', 'yeah', 'okay', 'and', 'um', 'before', 'before', 'you', 'came', 'to', 'the', 'university', 'of', 'michigan', 'what', 'was', 'your', 'educational', 'experience', 'i', 'know', 'you', 'um', 'um', 'you', 'mentioned', 'actually', 'in', 'this', 'conversation', 'um', 'going', 'to', 'university', 'in', 'the', 'capital', 'of', 'your', 'country', 's1', 'mhm', 'um', 'agronomic', 'do', 'a', 'graduate', 'degree', 'yeah', 'right', 'right', 'i', 'wonder', 'if', 'there', 's', 'anything', 'like', 'that', 'like', 'at', 'm', 's', 'u', 'at', 'the', 'sort', 'of', 'right', 'so', 'when', 'did', 'you', 'get', 'to', 'thinking', 'about', 'um', 'environmental', 'issues', 'and', 'doing', 'a', 'nat', 'you', 'know', 'think', 'about', 'natural', 'landscapes', 'say', 'as', 'opposed', 'to', 'farming', 'and', 'right', 'right', 'how', 'd', 'you', 'pick', 'michigan', 'right', 'right', 'yeah', 'and', 'the', 'ma', 'the', 'master', 's', 'project', 'does', 'sound', 'like', 'it', 'was', 'pretty', 'appealing', 'to', 'you', 'and', 'th', 'that', 'it', 'still', 'is', 'that', 'the', 'um', 's1', 'yeah', 'that', 'it', 'really', 'fits', 'your', 'own', 's1', 'yeah', 'it', 'is', 'goals', 'no', 'is', 'this', 'joint', 'implementation', 'of', 'environmental', 'standards', 'that', 'were', 'no', 'i', 'am', 'i', 'am', 'interested', 'in', 'those', 'you', 'll', 'see', 'you', 've', 'answered', 'some', 'questions', 'that', 'i', 'haven', 't', 'asked', 'yet', 'but', 'that', 's', 'great', 'so', 'the', 'fit', 'is', 'really', 'kind', 'of', 'important', 'not', 'just', 'the', 'topic', 'but', 'um', 'that', 'it', 'that', 'it', 'work', 'as', 'a', 'group', 'that', 'you', 'feel', 'good', 'in', 'it', 'feel', 'comfortable', 's1', 'oh', 'yeah', 'xx', 'really', 'yeah', 'yeah', 'right', 'i', 'think', 'so', 'too', 'people', 'people', 'often', 'sort', 'of', 'propose', 'group', 'work', 'w', 'without', 'really', 'considering', 'how', 'hard', 'group', 'dynamics', 'can', 'be', 'you', 'know', 'how', 'crucial', 'they', 'are', 'and', 'even', 'issues', 'like', 'deciding', 'what', 'program', 'to', 'be', 'in', 'you', 'know', 'it', 'seems', 'sort', 'of', 'petty', 'maybe', 'to', 'decide', 'i', 'm', 'not', 'going', 'to', 'this', 'school', 'because', 'i', 'don', 't', 'like', 'um', 'you', 'know', 'i', 'don', 't', 'like', 'the', 'guy', 'who', 'i', 'talked', 'to', 'on', 'the', 'phone', 'but', 'if', 'that', 'guy', 's', 'in', 'fact', 'gonna', 'have', 'contact', 'with', 'you', 'often', 'all', 'the', 'time', 'um', 'be', 'your', 'advisor', 's1', 'yeah', 'whatever', 'then', 'the', 'fact', 'that', 'you', 'don', 't', 'like', 'him', 'that', 'matters', 'a', 'lot', 'laugh', 'i', 'mean', 'laugh', 's1', 'well', 'yeah', 'yeah', 'um', 'i', 'think', 'yeah', 'being', 'a', 'student', 'is', 'a', 'really', 'disempowered', 'position', 'pause', 'and', 'also', 'i', 'it', 'strikes', 'me', 'how', 'um', 'the', 'people', 'who', 'have', 'the', 'power', 'in', 'the', 'institutions', 'u', 'um', 'like', 'it', 'and', 'preserve', 'it', 'and', 'want', 'it', 'but', 'also', 'want', 'it', 'very', 'soft', 'pedaled', 'so', 'they', 'don', 't', 'they', 'don', 't', 'want', 'um', 'they', 'don', 't', 'want', 'to', 'be', 'confronted', 'with', 'it', 'um', 'and', 'i', 'i', 'think', 'that', 's', 'a', 'cultural', 'thing', 'i', 'mean', 'i', 'feel', 'it', 'also', 'as', 'a', 'teacher', 'i', 'i', 'like', 'that', 'sense', 'of', 'um', 'of', 'open', 'flow', 'of', 'communication', 'and', 'equality', 'in', 'the', 'classroom', 'but', 'we', 'aren', 't', 'equal', 'you', 'know', 'in', 'the', 'end', 'i', 'm', 'grading', 'them', 'they', 're', 'really', 'not', 'grading', 'me', 'and', 'to', 'say', 'um', 'you', 'know', 'come', 'on', 'take', 'a', 'risk', 'laugh', 'do', 'this', 'do', 'that', 'um', 'i', 'it', 's_', 'a', 'it', 's', 'easy', 'for', 'me', 'to', 'say', 'because', 'of', 'being', 'kind', 'of', 'insensitive', 'to', 'the_', 'um', 'to', 'the', 'facts', 'of', 'the', 'situation', 'you', 'know', 'so', 'i', 'yeah', 'i', 'think', 'that', 's', 'a', 'problem', 'all', 'over', 'the', 'place', 'laugh']",697,31,4,31,73,42.465753424657535,5.47945205479452,42.465753424657535
